CaseID,Activity,EnableTimestamp,StartTimestamp,EndTimestamp,Resource
Case108,Flat Grinding,,2012-02-29 07:00:00+02:00,2012-02-29 08:15:00+02:00,ID4528
Case108,Flat Grinding,,2012-03-01 05:05:00+02:00,2012-03-01 06:04:00+02:00,ID0420
Case108,Lapping,,2012-03-01 09:36:00+02:00,2012-03-01 10:28:00+02:00,ID0420
Case108,Round Grinding,,2012-03-07 15:30:00+02:00,2012-03-07 18:16:00+02:00,ID4385
Case108,Round Grinding,,2012-03-07 18:18:00+02:00,2012-03-07 21:10:00+02:00,ID4385
Case108,Round Grinding,,2012-03-07 21:12:00+02:00,2012-03-07 22:56:00+02:00,ID0420
Case108,Round Grinding,,2012-03-07 22:57:00+02:00,2012-03-08 02:30:00+02:00,ID4872
Case108,Final Inspection Q.C.,,2012-03-08 18:00:00+02:00,2012-03-08 22:52:00+02:00,ID4287
Case108,Packing,,2012-03-09 07:00:00+02:00,2012-03-09 08:00:00+02:00,ID4820
Case108,Final Inspection Q.C.,,2012-03-09 16:00:00+02:00,2012-03-09 16:27:00+02:00,ID4287
Case108,End,,2012-03-09 16:27:00+02:00,2012-03-09 16:27:00+02:00,End
Case109,Start,,2012-03-04 18:14:00+02:00,2012-03-04 18:14:00+02:00,Start
Case109,Turning & Milling,,2012-03-05 00:52:00+02:00,2012-03-05 01:01:00+02:00,ID4932
Case109,Turning & Milling,,2012-03-05 07:03:00+02:00,2012-03-05 08:08:00+02:00,ID4529
Case109,Turning & Milling Q.C.,,2012-03-05 07:00:00+02:00,2012-03-05 08:15:00+02:00,ID4618
Case109,Turning & Milling,,2012-03-05 08:09:00+02:00,2012-03-05 13:43:00+02:00,ID4529
Case109,Turning & Milling Q.C.,,2012-03-05 14:00:00+02:00,2012-03-05 15:21:00+02:00,ID4618
Case109,Turning & Milling,,2012-03-05 13:49:00+02:00,2012-03-05 16:41:00+02:00,ID4932
Case109,Turning & Milling Q.C.,,2012-03-05 17:18:00+02:00,2012-03-05 17:23:00+02:00,ID4618
Case109,Laser Marking,,2012-03-15 18:05:00+02:00,2012-03-15 18:26:00+02:00,ID0998
Case109,Round Grinding,,2012-03-21 12:03:00+02:00,2012-03-21 13:22:00+02:00,ID4355
Case109,Round Grinding,,2012-03-21 13:23:00+02:00,2012-03-21 13:49:00+02:00,ID4355
Case109,Round Grinding,,2012-03-21 14:34:00+02:00,2012-03-21 19:08:00+02:00,ID4385
Case109,Round Grinding,,2012-03-23 07:40:00+02:00,2012-03-23 08:33:00+02:00,ID4445
Case109,Round Grinding,,2012-03-23 08:34:00+02:00,2012-03-23 11:08:00+02:00,ID4445
Case109,Final Inspection Q.C.,,2012-03-23 14:25:00+02:00,2012-03-23 17:50:00+02:00,ID4618
Case109,Packing,,2012-03-25 08:00:00+03:00,2012-03-25 09:00:00+03:00,ID4491
Case109,End,,2012-03-25 09:00:00+03:00,2012-03-25 09:00:00+03:00,End
Case11,Start,,2012-01-16 01:04:00+02:00,2012-01-16 01:04:00+02:00,Start
Case11,Turning & Milling,,2012-01-16 01:04:00+02:00,2012-01-16 06:40:00+02:00,ID4132
Case11,Turning & Milling,,2012-01-16 13:59:00+02:00,2012-01-16 16:49:00+02:00,ID4641
Case11,Turning & Milling Q.C.,,2012-01-16 16:00:00+02:00,2012-01-16 16:54:00+02:00,ID4287
Case11,Turning & Milling,,2012-01-16 16:50:00+02:00,2012-01-16 23:22:00+02:00,ID4641
Case11,Turning & Milling,,2012-01-17 01:08:00+02:00,2012-01-17 06:38:00+02:00,ID4132
Case11,Turning & Milling,,2012-01-17 06:39:00+02:00,2012-01-17 13:37:00+02:00,ID4932
Case11,Turning & Milling,,2012-01-17 17:46:00+02:00,2012-01-17 19:01:00+02:00,ID4641
Case11,Turning & Milling Q.C.,,2012-01-18 14:00:00+02:00,2012-01-18 15:38:00+02:00,ID4287
Case11,Turning & Milling,,2012-01-18 15:36:00+02:00,2012-01-18 16:50:00+02:00,ID4641
Case11,Turning & Milling Q.C.,,2012-01-18 17:14:00+02:00,2012-01-18 18:29:00+02:00,ID4618
Case11,Turning & Milling,,2012-01-18 16:57:00+02:00,2012-01-18 22:32:00+02:00,ID4641
Case11,Turning & Milling,,2012-01-19 14:39:00+02:00,2012-01-19 16:00:00+02:00,ID4641
Case11,Turning & Milling,,2012-01-19 16:01:00+02:00,2012-01-19 23:00:00+02:00,ID4641
Case11,Turning & Milling,,2012-01-19 23:08:00+02:00,2012-01-20 02:21:00+02:00,ID4132
Case11,Laser Marking,,2012-01-22 22:01:00+02:00,2012-01-22 22:33:00+02:00,ID4882
Case11,Turning & Milling Q.C.,,2012-01-23 16:24:00+02:00,2012-01-23 16:25:00+02:00,ID4618
Case11,Laser Marking,,2012-01-24 21:41:00+02:00,2012-01-24 23:06:00+02:00,ID4882
Case11,Packing,,2012-01-25 07:00:00+02:00,2012-01-25 08:00:00+02:00,ID4820
Case11,Final Inspection Q.C.,,2012-01-25 18:11:00+02:00,2012-01-25 21:09:00+02:00,ID4618
Case11,Turning & Milling Q.C.,,2012-01-25 21:10:00+02:00,2012-01-25 21:11:00+02:00,ID4618
Case11,End,,2012-01-25 21:11:00+02:00,2012-01-25 21:11:00+02:00,End
Case110,Start,,2012-03-01 10:49:00+02:00,2012-03-01 10:49:00+02:00,Start
Case110,Turning & Milling,,2012-03-01 10:49:00+02:00,2012-03-01 13:35:00+02:00,ID4794
Case110,Turning & Milling Q.C.,,2012-03-01 17:00:00+02:00,2012-03-01 18:00:00+02:00,ID4163
Case110,Turning & Milling,,2012-03-01 13:57:00+02:00,2012-03-01 19:36:00+02:00,ID4529
Case110,Turning & Milling,,2012-03-01 19:37:00+02:00,2012-03-01 22:46:00+02:00,ID4529
Case110,Turning & Milling,,2012-03-02 03:16:00+02:00,2012-03-02 13:27:00+02:00,ID4794
Case110,Turning & Milling,,2012-03-02 13:45:00+02:00,2012-03-02 19:47:00+02:00,ID4167
Case110,Turning & Milling,,2012-03-04 06:36:00+02:00,2012-03-04 07:26:00+02:00,ID4529
Case110,Turning & Milling Q.C.,,2012-03-04 14:20:00+02:00,2012-03-04 14:51:00+02:00,ID4618
Case110,Turning & Milling Q.C.,,2012-03-06 14:22:00+02:00,2012-03-06 14:29:00+02:00,ID4618
Case110,Turning & Milling,,2012-03-06 14:28:00+02:00,2012-03-06 14:29:00+02:00,ID4794
Case110,Turning & Milling,,2012-03-08 08:08:00+02:00,2012-03-08 11:17:00+02:00,ID4529
Case110,Turning & Milling,,2012-03-08 14:11:00+02:00,2012-03-08 18:37:00+02:00,ID4794
Case110,Turning & Milling,,2012-03-08 18:37:00+02:00,2012-03-08 22:52:00+02:00,ID4794
Case110,Turning & Milling,,2012-03-08 22:54:00+02:00,2012-03-09 06:40:00+02:00,ID4167
Case110,Turning & Milling,,2012-03-09 08:48:00+02:00,2012-03-09 13:51:00+02:00,ID4529
Case110,Turning & Milling Q.C.,,2012-03-09 13:50:00+02:00,2012-03-09 14:32:00+02:00,ID4618
Case110,Turning & Milling,,2012-03-09 14:59:00+02:00,2012-03-09 19:27:00+02:00,ID4429
Case110,Turning & Milling,,2012-03-11 06:26:00+02:00,2012-03-11 13:35:00+02:00,ID4794
Case110,Turning & Milling Q.C.,,2012-03-11 13:58:00+02:00,2012-03-11 14:42:00+02:00,ID4618
Case110,Turning & Milling Q.C.,,2012-03-11 15:02:00+02:00,2012-03-11 16:17:00+02:00,ID4618
Case110,Turning & Milling,,2012-03-11 13:55:00+02:00,2012-03-11 17:54:00+02:00,ID4932
Case110,Turning & Milling,,2012-03-11 23:11:00+02:00,2012-03-12 03:12:00+02:00,ID4429
Case110,Turning & Milling Q.C.,,2012-03-12 15:00:00+02:00,2012-03-12 15:08:00+02:00,ID4618
Case110,Turning & Milling Q.C.,,2012-03-12 15:13:00+02:00,2012-03-12 16:28:00+02:00,ID4618
Case110,Turning & Milling Q.C.,,2012-03-12 16:28:00+02:00,2012-03-12 16:33:00+02:00,ID4618
Case110,Turning & Milling,,2012-03-16 06:10:00+02:00,2012-03-16 13:47:00+02:00,ID4794
Case110,Turning & Milling Q.C.,,2012-03-16 13:58:00+02:00,2012-03-16 15:32:00+02:00,ID4618
Case110,Turning & Milling,,2012-03-16 14:13:00+02:00,2012-03-16 19:49:00+02:00,ID4529
Case110,Turning & Milling,,2012-03-18 06:54:00+02:00,2012-03-18 09:26:00+02:00,ID4641
Case110,Laser Marking,,2012-03-19 19:29:00+02:00,2012-03-19 23:06:00+02:00,ID0998
Case110,Flat Grinding,,2012-03-19 23:24:00+02:00,2012-03-20 00:43:00+02:00,ID4528
Case110,Laser Marking,,2012-03-20 04:29:00+02:00,2012-03-20 05:32:00+02:00,ID0997
Case110,Turning & Milling Q.C.,,2012-03-20 13:52:00+02:00,2012-03-20 16:44:00+02:00,ID4618
Case110,Lapping,,2012-03-20 16:46:00+02:00,2012-03-20 18:58:00+02:00,ID0998
Case110,Flat Grinding,,2012-03-20 14:16:00+02:00,2012-03-20 19:13:00+02:00,ID4528
Case110,Turning & Milling Q.C.,,2012-03-20 19:45:00+02:00,2012-03-20 19:51:00+02:00,ID4618
Case110,Turning & Milling Q.C.,,2012-03-22 18:30:00+02:00,2012-03-22 18:46:00+02:00,ID4618
Case110,Turning & Milling,,2012-03-22 14:33:00+02:00,2012-03-22 18:51:00+02:00,ID4794
Case110,Turning & Milling,,2012-03-22 18:51:00+02:00,2012-03-22 20:30:00+02:00,ID4794
Case110,Lapping,,2012-03-22 20:42:00+02:00,2012-03-22 21:33:00+02:00,ID4718
Case110,Flat Grinding,,2012-03-22 23:22:00+02:00,2012-03-23 00:37:00+02:00,ID0998
Case110,Turning & Milling,,2012-03-22 23:30:00+02:00,2012-03-23 06:30:00+02:00,ID4794
Case110,Lapping,,2012-03-23 07:00:00+02:00,2012-03-23 08:15:00+02:00,ID4882
Case110,Turning & Milling Q.C.,,2012-03-23 14:03:00+02:00,2012-03-23 14:24:00+02:00,ID4618
Case110,Lapping,,2012-03-23 18:38:00+02:00,2012-03-23 18:39:00+02:00,ID0998
Case110,Turning & Milling,,2012-03-23 14:12:00+02:00,2012-03-23 19:42:00+02:00,ID4794
Case110,Turning & Milling,,2012-03-24 03:59:00+02:00,2012-03-24 14:00:00+02:00,ID4167
Case110,Turning & Milling,,2012-03-25 06:51:00+03:00,2012-03-25 11:35:00+03:00,ID4794
Case110,Lapping,,2012-03-26 08:00:00+03:00,2012-03-26 09:15:00+03:00,ID4882
Case110,Laser Marking,,2012-03-26 15:03:00+03:00,2012-03-26 15:16:00+03:00,ID4882
Case110,Lapping,,2012-03-27 08:00:00+03:00,2012-03-27 09:15:00+03:00,ID4882
Case110,Turning & Milling Q.C.,,2012-03-28 17:47:00+03:00,2012-03-28 17:48:00+03:00,ID4618
Case110,Round Grinding,,2012-03-28 21:07:00+03:00,2012-03-28 21:55:00+03:00,ID4445
Case110,Round Grinding,,2012-03-28 22:13:00+03:00,2012-03-28 23:57:00+03:00,ID4872
Case110,Round Grinding,,2012-03-29 04:09:00+03:00,2012-03-29 04:12:00+03:00,ID4528
Case110,Packing,,2012-03-29 08:00:00+03:00,2012-03-29 09:00:00+03:00,ID4820
Case110,Round Grinding,,2012-03-29 13:30:00+03:00,2012-03-29 14:50:00+03:00,ID4445
Case110,Flat Grinding,,2012-03-29 16:19:00+03:00,2012-03-29 16:20:00+03:00,ID0998
Case110,Lapping,,2012-03-29 16:21:00+03:00,2012-03-29 17:36:00+03:00,ID0998
Case110,Round Grinding,,2012-03-29 14:59:00+03:00,2012-03-29 17:58:00+03:00,ID4872
Case110,Final Inspection Q.C.,,2012-03-29 17:20:00+03:00,2012-03-29 18:29:00+03:00,ID4618
